city_id,city,titre_support,type,type_communication,thematique,description
belgorod,Belgorod,une_seconde_vie,Chat,Messages structurés,Re-use/articles,"Dans ce chat, les personnes font don de vêtements pour aider ceux qui en ont besoin. De même, ceux qui ont besoin de certains articles peuvent en faire la demande dans le chat."
belgorod,Belgorod,a_tes_cotes,Chat,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,Le chat est un espace de communication entre les bénévoles du centre d'aide et les personnes dans le besoin. Les personnes demandent si elles disposent de certains articles et expriment leur gratitude après leur visite.
belgorod,Belgorod,centre_de_coordination,Chaine,Chaîne d'information,Générale,"La chaîne publie des rapports sur les activités du centre, des sélections d'objets offerts, d'autres informations utiles sur la ville et des informations administratives pertinentes."
belgorod,Belgorod,centre_de_coordination_chat,Chat,Commentgoupe,Générale,"La chaîne publie des rapports sur les activités du centre, des sélections d'objets offerts, d'autres informations utiles sur la ville et des informations administratives pertinentes."
belgorod,Belgorod,assistance_a_chebekino,Chaine,Messages structurés,Offre et recherche d'aide,"Cette chaine publie des demandes d'aide et des messages de personnes souhaitant apporter leur soutien, accompagnés de leurs coordonnées. L'aide peut prendre différentes formes : transporter quelqu'un en voiture, héberger quelqu'un chez soi, donner des affaires, etc."
belgorod,Belgorod,etre_plus_bienveillant,Chaine,Organisationnel,Activités d'une organisation bénévole,"Cette organisation bénévole a pour but d'aider les gens à Shebekino - ville dans la région de Belgorod, Russie. Ce canal sert également de moyen de communication entre les bénévoles, les militants et toute autre personne désireuse d'apporter son aide. Des reportages photos sont publiés sur les articles collectés, le fonctionnement des centres d'hébergement temporaire, l'obtention d'une aide financière, etc."
belgorod,Belgorod,etre_plus_bienveillant_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Cette organisation bénévole a pour but d'aider les gens à Shebekino - ville dans la région de Belgorod, Russie. Ce canal sert également de moyen de communication entre les bénévoles, les militants et toute autre personne désireuse d'apporter son aide. Des reportages photos sont publiés sur les articles collectés, le fonctionnement des centres d'hébergement temporaire, l'obtention d'une aide financière, etc."
cheboksary,Tcheboksary/Tchouvachie,assist_tchouvachie,Chaine,Organisationnel,Activités d'une organisation bénévole,"Informations sur les PVR (« Etker », « Alyi Parus »). Ce canal sert également à communiquer les demandes d'aide nécessaires (sous forme de requêtes), les rapports sur « ce qui se passe actuellement » - ce que les bénévoles ont accompli, l'avancement de leur travail, ce qu'ils savent des besoins des réfugiés. Des listes des besoins sont publiées, des collectes sont organisées, des informations utiles sont publiées, des fonds sont collectés pour l'achat d'aide humanitaire, des rapports sont publiés. Rapports photo."
cheboksary,Tcheboksary/Tchouvachie,assist_tchouvachie_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Informations sur les PVR (« Etker », « Alyi Parus »). Ce canal sert également à communiquer les demandes d'aide nécessaires (sous forme de requêtes), les rapports sur « ce qui se passe actuellement » - ce que les bénévoles ont accompli, l'avancement de leur travail, ce qu'ils savent des besoins des réfugiés. Des listes des besoins sont publiées, des collectes sont organisées, des informations utiles sont publiées, des fonds sont collectés pour l'achat d'aide humanitaire, des rapports sont publiés. Rapports photo."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,restants_stpet,Chaine,Chaîne d'information,Générale,"Ce canal fournit des informations structurées et des liens vers d'autres ressources et canaux utiles pour les réfugiés. Les messages sont classés par thème et les commentaires sous les publications permettent aux personnes de discuter de ces thèmes (par exemple, offres d'emploi ou recherche d'emploi, logement disponible, etc.). Il s'agit en général du chat principal, et les chats suivants, dont le nom comporte la mention « Restants », sont ses sous-chats."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,restants_stpet_chat,Chat,Commentgoupe,Générale,"Ce canal fournit des informations structurées et des liens vers d'autres ressources et canaux utiles pour les réfugiés. Les messages sont classés par thème et les commentaires sous les publications permettent aux personnes de discuter de ces thèmes (par exemple, offres d'emploi ou recherche d'emploi, logement disponible, etc.). Il s'agit en général du chat principal, et les chats suivants, dont le nom comporte la mention « Restants », sont ses sous-chats."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,ref_tikhvine,Chat,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),"Ce chat permet aux personnes dans le besoin de solliciter de l'aide (recherche d'emploi, de logement, de certains articles, etc.). De plus, ceux qui sont en mesure d'apporter cette aide répondent aux messages ou proposent directement ce qu'ils peuvent offrir, en attendant qu'une personne réponde."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,entrepot_mirgorodskaya,Chaine,Organisationnel,Activités d'une organisation bénévole,"Ce centre de collecte rassemble les dons de personnes désireuses d'aider et fournit une assistance aux personnes dans le besoin (envoi à Marioupol, Belgorod, la région de Leningrad, Voronej, la région de Pskov, etc.). Le canal publie les articles dont le besoin est le plus urgent à l'heure actuelle. Les demandes d'aide sont soumises en contactant directement un bénévole."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,entrepot_mirgorodskaya_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Ce centre de collecte rassemble les dons de personnes désireuses d'aider et fournit une assistance aux personnes dans le besoin (envoi à Marioupol, Belgorod, la région de Leningrad, Voronej, la région de Pskov, etc.). Le canal publie les articles dont le besoin est le plus urgent à l'heure actuelle. Les demandes d'aide sont soumises en contactant directement un bénévole."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,hum_entrepot,Chaine,Organisationnel,Activités d'une organisation bénévole,"À l'instar du canal du dépôt, ce dépôt publie des annonces concernant la collecte de l'aide humanitaire nécessaire, rédige également des articles plus généraux (par exemple sur les uniformes scolaires), publie des réflexions sur le travail des bénévoles et des reportages photos sur le travail accompli."
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,articles_stpetersbourg,Chaine,Messages structurés,Re-use/articles,"Tous les messages du chat, sauf un, ont été supprimés. D'après ce message, il s'agissait d'un chat d'entrepôt où étaient publiées des annonces de dons et où il était également possible de contacter les administrateurs pour proposer ses propres dons. Une fois les dons effectués, l'annonce était supprimée. « L'entrepôt de Technologika accepte les dons pour ceux qui restent, donc ici, pour l'assortiment, il faut tout ce qu'il y a dans une maison moderne ordinaire, et toutes les petites choses domestiques que les gens ont cessé de remarquer, même s'ils les utilisent. Nous acceptons également les articles ménagers tels que le savon, la lessive, les crèmes, les gels, les shampoings, les bijoux fantaisie, les barrettes, les jouets, les livres et autres articles similaires. »"
saint_petersburg,Saint-Pétersbourg et la région de Leningrad,psyref_stpet,Chat,Organisationnel,Assistance psychologique,Inscription à des groupes de soutien ; faible activité.
voronezh,Voronej,art_de_vivre_voronej,Chaine,Organisationnel,Activités d'une organisation bénévole,"Cette chaine est un portail d'information du centre d'aide aux migrants à Voronej, créé notamment par des migrants qui se sont installés en 2014 et sont devenus des citoyens russes à part entière. Ce canal sert donc de moyen de communication entre cette association, les personnes désireuses d'apporter leur aide et celles qui en ont besoin. Les bénévoles y publient des annonces d'emploi et rendent compte du travail accompli (distribution d'aide humanitaire), des demandes d'aide de bénévoles, des annonces concernant les horaires d'ouverture de leur entrepôt. Chaque publication est accompagnée de nombreuses photos - compte rendu des événements passés. L'association collabore également fréquemment avec d'autres organismes. Ce centre fonctionne encore aujourd'hui, mais le nombre de ces rapports a diminué. La publication d'informations sur le fonctionnement de l'entrepôt pour les personnes ayant besoin d'aide humanitaire se poursuit. D'après les publications, une grande partie de l'activité se déroule au niveau de l'organisation d'événements."
voronezh,Voronej,art_de_vivre_voronej_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Cette chaine est un portail d'information du centre d'aide aux migrants à Voronej, créé notamment par des migrants qui se sont installés en 2014 et sont devenus des citoyens russes à part entière. Ce canal sert donc de moyen de communication entre cette association, les personnes désireuses d'apporter leur aide et celles qui en ont besoin. Les bénévoles y publient des annonces d'emploi et rendent compte du travail accompli (distribution d'aide humanitaire), des demandes d'aide de bénévoles, des annonces concernant les horaires d'ouverture de leur entrepôt. Chaque publication est accompagnée de nombreuses photos - compte rendu des événements passés. L'association collabore également fréquemment avec d'autres organismes. Ce centre fonctionne encore aujourd'hui, mais le nombre de ces rapports a diminué. La publication d'informations sur le fonctionnement de l'entrepôt pour les personnes ayant besoin d'aide humanitaire se poursuit. D'après les publications, une grande partie de l'activité se déroule au niveau de l'organisation d'événements."
voronezh,Voronej,corps_de_volontaires,Chaine,Organisationnel,Activités d'une organisation bénévole,"Réunions, annonces."
voronezh,Voronej,corps_de_volontaires_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Réunions, annonces."
voronezh,Voronej,coeur_de_benevole,Chat,Organisationnel,Activités d'une organisation bénévole,"Documents, rapports, discussions, projets."
voronezh,Voronej,bobrov_PVR,Chat,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),"Entrepôt, adresses, forum de discussion, etc."
izhevsk,Izhevsk,aider_perso,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Ce groupe a été créé par un groupe de bénévoles. Son objectif est d'offrir un soutien personnalisé aux familles de Marioupol (soutien matériel, informationnel et émotionnel). Le groupe permet à toute personne désireuse d'aider de proposer son aide et à toute personne dans le besoin de la solliciter."
kazan,Kazan,tout_le_monde_est_humain_kazan,Chaine,Organisationnel,Activités d'une organisation bénévole,"Nous fonctionnons exclusivement selon les principes de l'auto-organisation, ne représentons aucune partie politique, religieuse ou autre, n'avons ni dirigeants, ni supérieurs, ni subordonnés, et ne disposons d'aucune autre bureaucratie propre aux organisations commerciales. Ce chat a été créé pour rendre compte des activités bénévoles et pour communiquer avec la communauté au sujet de l'aide nécessaire aux réfugiés."
kazan,Kazan,tout_le_monde_est_humain_kazan_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Nous fonctionnons exclusivement selon les principes de l'auto-organisation, ne représentons aucune partie politique, religieuse ou autre, n'avons ni dirigeants, ni supérieurs, ni subordonnés, et ne disposons d'aucune autre bureaucratie propre aux organisations commerciales. Ce chat a été créé pour rendre compte des activités bénévoles et pour communiquer avec la communauté au sujet de l'aide nécessaire aux réfugiés."
shakhty,Shakhty,assistance_shakhty,Chat,Messages structurés,Offre et recherche d'aide,Chat à grande échelle pour les demandes/l'assistance ; questionnaires/bots.
shakhty,Shakhty,assistance_articles,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Une demande d'adhésion est requise. Discussion sur les demandes d'assistance, les offres d'aide et la communication."
novorossiysk,Novorossiysk,assistance_novorossiysk,Chat,Communication/discussions/échange d'informations,Générale,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations."
volgograd,Volgograd,assistance_volgograd,Chat,Organisationnel,Activités d'une organisation bénévole,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations."
kaliningrad,Kaliningrad,assistance_kaliningrad,Chaine,Organisationnel,Activités d'une organisation bénévole,"Cette chaine facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
kaliningrad,Kaliningrad,assistance_kaliningrad_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Cette chaine facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
krasnoyarsk,Krasnoïarsk,assistance_krasnoiarsk,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Le chat est destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur aide, ainsi qu'à l'échange d'informations."
nizhny_novgorod,Nijni Novgorod,assistance_nino,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Cette chaine facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
samara,Samara,assist_samara,Chaine,Messages structurés,Offre et recherche d'aide,Cette chaine permet aux personnes qui ont besoin d'aide dans divers domaines de soumettre leurs demandes (sous certains messages dans les commentaires). Des informations utiles sont également publiées. Des collectes individuelles sont organisées pour des familles spécifiques.
samara,Samara,assist_samara_chat,Chat,Commentgoupe,Offre et recherche d'aide,Cette chaine permet aux personnes qui ont besoin d'aide dans divers domaines de soumettre leurs demandes (sous certains messages dans les commentaires). Des informations utiles sont également publiées. Des collectes individuelles sont organisées pour des familles spécifiques.
sochi,Sotchi,assistance_sotchi,Chat,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,Centre d'aide bénévole
penza,Penza,refugees_penza,Chat,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations."
volokolamsk,Volokalamsk,pvr_dubosekovo,Chat,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),Chat local d'un PVR spécifique. Des informations sont publiées concernant les collectes d'aide pour les personnes relevant spécifiquement de ce PVR.
stary_oskol,Stariy Oskol,interaction_assist,Chaine,Organisationnel,Activités d'une organisation bénévole,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
stary_oskol,Stariy Oskol,vsaimodeystvie,Chat,Commentgoupe,Activités d'une organisation bénévole,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
stavropol,Stavropol,auto_benevole,Chaine,Messages structurés,Recherche des bénévoles auto,La chaîne publie des annonces pour rechercher des bénévoles disposés à soutenir le travail des ONG. Des messages de remerciement pour l'aide apportée sont également publiés.
stavropol,Stavropol,auto_benevole_chat,Chat,Commentgoupe,Recherche des bénévoles auto,La chaîne publie des annonces pour rechercher des bénévoles disposés à soutenir le travail des ONG. Des messages de remerciement pour l'aide apportée sont également publiés.
tyumen,Tioumen,assistance_tioumen,Chat,Communication/discussions/échange d'informations,Offre et recherche d'aide,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations."
perm,Perm,assistance_perm,Chat,Communication/discussions/échange d'informations,Générale,"Inscription sur demande. Chat pour la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi que pour l'échange d'informations."
khabarovsk,Khabarovsk,refugees_khabarovsk,Chaine,Organisationnel,Activités d'une organisation bénévole,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
khabarovsk,Khabarovsk,assist_khabarovsk_chat,Chat,Commentgoupe,Activités d'une organisation bénévole,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier."
khabarovsk,Khabarovsk,ref_khabarovsk,Chat,Messages structurés,Offre et recherche d'aide,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations."
chelyabinsk,Tcheliabinsk,assistance_tcheliabinsk,Chat,Organisationnel,Activités d'une organisation bénévole,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Ce chat est principalement un lieu de communication et de coordination pour les bénévoles, où ils discutent des besoins des réfugiés dont ils s'occupent, de ce dont chacun a besoin, de la manière d'apporter une aide, etc."
nizhny_tagil,Nizhny Tagil,pom_nt,Chat,Organisationnel,Activités d'une organisation bénévole,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Ce chat est plutôt un lieu de communication et de coordination entre les bénévoles, où ils discutent des besoins des réfugiés dont ils s'occupent, de ce dont chacun a besoin, de la manière d'aider, etc. Parallèlement, les réfugiés soumettent leurs demandes quelque part, qui sont ensuite examinées par ces bénévoles."
shakhty,Shakhty,nouveaux_arriv_shakhty,Chat,Communication/discussions/échange d'informations,Générale,"Ce canal semble avoir été créé par des Ukrainiens qui se sont installés dans la ville de Shakhty. Il ne s'agit pas d'une organisation bénévole. Ce chat comprend également un canal et un bot, tous créés dans le but de favoriser l'entraide et l'échange d'informations."
